Year,Rank,Company,Revenue (in millions),Profit (in millions)
1981,113,Carnation,3236.20,154.7
1981,114,Kaisertech,3222.10,247.6
1981,115,Eaton,3176.50,115.8
1981,116,PPG Industries,3158.40,209.2
1981,117,Bristol-Myers Squibb,3158.30,270.6
1981,118,Combustion Engineering,3146.50,116.7
1981,119,Maxus Energy,3143.00,201.2
1981,120,Hewlett-Packard,3099.00,269
1981,121,Motorola,3098.80,186.1
1981,122,Goodrich,3079.60,61.7
1981,123,Crown Zellerbach,3069.80,97.4
1981,124,Emerson Electric,3066.80,237.7
1981,125,Pillsbury,3032.00,104.7
1981,126,Pfizer,3029.30,254.8
1981,127,OfficeMax,3018.90,148.8
1981,128,Standard Brands,3018.50,104.4
1981,129,Ingersoll-Rand,2971.00,160.3
1981,130,Norton Simon,2959.10,124.7
1981,131,AMAX,2949.20,470.4
1981,132,Teledyne,2926.40,343.8
1981,133,H.J. Heinz,2924.80,142.9
1981,134,Burlington Industries Equity,2900.60,81.3
1981,135,Time Warner,2881.80,141.2
1981,136,Fruit of the Loom,2876.40,155.4
1981,137,Unisys,2857.20,82
1981,138,Levi Strauss,2840.80,223.7
1981,139,Archer Daniels Midland,2802.00,116
1981,140,Singer,2786.60,38.1
1981,141,Control Data,2765.60,150.6
1981,142,Merck,2734.00,415.4
1981,143,St. Regis,2714.20,170.5
1981,144,Mead,2707.20,128.6
1981,145,American Standard,2673.60,156.9
1981,146,BorgWarner,2673.30,126.1
1981,147,Agway,2658.60,N.A.
1981,148,North American Philips,2658.40,74.5
1981,149,Martin Marietta,2619.30,188.1
1981,150,Kimberly-Clark,2600.30,181.8
1981,151,Avon Products,2569.10,241.3
1981,152,Nabisco Brands,2568.70,127.8
1981,153,Campbell Soup,2560.60,121.7
1981,154,Eli Lilly,2558.60,342
1981,155,American Motors,2552.60,-197.5
1981,156,Kidde,2539.30,87.4
1981,157,Dana,2524.00,95.7
1981,158,Hercules,2485.20,114
1981,159,Pennzoil,2483.00,308.5
1981,160,Quaker Oats,2405.20,96.4
1981,161,Tosco,2387.20,46.1
1981,162,Digital Equipment,2368.00,249.9
1981,163,Gillette,2315.30,124
1981,164,Uniroyal,2299.50,-7.8
1981,165,Owens Corning,2285.10,54.3
1981,166,Manville,2266.80,80.6
1981,167,McGraw-Edison,2263.60,51
1981,168,American Broadcasting,2256.20,146.3
1981,169,Kennecott,2255.80,192.3
1981,170,Whirlpool,2243.20,101.7
1981,171,GenCorp,2215.20,40.8
1981,172,Revlon,2203.30,192.4
1981,173,Gould,2199.90,72.5
1981,174,Ogden,2187.30,58.2
1981,175,Coltec Industries,2165.60,97.8
1981,176,Kellogg,2150.90,184.8
1981,177,NL Industries,2117.60,167.7
1981,178,FINA,2098.50,104.3
1981,179,Scott Paper,2083.20,133.5
1981,180,Fruehauf,2081.70,32.2
1981,181,Williams,2072.70,138.7
1981,182,Allis-Chalmers,2063.90,48.2
1981,183,Warner Communications,2059.40,137.1
1981,184,White Consolidated Industries,2057.30,57
1981,185,Abbott Laboratories,2038.20,214.4
1981,186,Furniture Brands Intl.,2024.30,106.7
1981,187,Penn Central,2013.70,93.6
1981,188,Murphy Oil,1966.70,150.5
1981,189,Walter Industries,1966.60,84.2
1981,190,Koppers,1929.20,55
1981,191,J.P. Stevens,1916.00,20.3
1981,192,Safety-Kleen,1892.40,53.9
1981,193,Gold Kist Holdings,1881.60,N.A.
1981,194,Times Mirror,1857.30,139.2
1981,195,Olin,1852.90,33.9
1981,196,Squibb,1845.80,127.4
1981,197,Cooper Industries,1842.20,146.7
1981,198,Marmon Group,1829.30,80.9
1981,199,Asarco,1817.00,237.3
1981,200,Emhart,1802.90,67
1981,201,Imcera Group,1789.60,145.9
1981,202,Oscar Mayer,1774.30,20.4
1981,203,US Pharmaceuticals,1771.90,308
1981,204,Mapco,1769.70,122.3
1981,205,Quantum Chemical,1764.70,103.3
1981,206,Pharmacia,1760.60,170.4
1981,207,Central Soya,1744.40,34.8
1981,208,Ethyl,1740.60,89.7
1981,209,Schering-Plough,1740.40,239.3
1981,210,Castle & Cooke,1733.50,32.1
1981,211,Grumman,1729.30,30.7
1981,212,Rohm & Haas,1725.30,93.7
1981,213,Anderson Clayton,1703.10,52.7
1981,214,Sterling Drug,1701.40,123.3
1981,215,Stauffer Chemical,1695.20,136.6
1981,216,Paccar,1673.70,81.1
1981,217,Cummins,1666.60,-11
1981,218,Staley Continental,1656.00,73.8
1981,219,Northrop Grumman,1655.40,86.1
1981,220,J.E. Seagram,1635.10,114.6
1981,221,Premcor,1623.20,43.9
1981,222,Union Camp,1574.80,165.1
1981,223,National Can,1551.00,55
1981,224,Baker Hughes,1547.40,138.6
1981,225,AMF,1534.00,56.6
1981,226,Clark Equipment,1533.70,53.5
1981,227,Corning,1529.70,114.7
1981,228,Crane,1527.60,42.6
1981,229,Allegheny International,1524.30,45.9
1981,230,General Signal,1521.70,104.2
1981,231,Chromalloy American,1518.00,44.4
1981,232,Cabot,1513.80,152.7
1981,233,Superior Oil,1497.70,334.5
1981,234,USG,1474.40,94.4
1981,235,Crown Holdings,1459.80,73.2
1981,236,Polaroid,1450.80,85.4
1981,237,Phelps Dodge,1440.10,91.3
1981,238,Black & Decker,1438.30,90.1
1981,239,Heublein,1430.00,77.4
1981,240,Evans Products,1423.50,41.4
1981,241,Lear Siegler,1423.40,65.7
1981,242,Air Products & Chem.,1420.80,115.5
1981,243,Westvaco,1409.90,87.9
1981,244,Sunbeam/Oster,1406.40,49.1
1981,245,Blue Bell,1397.80,67.9
1981,246,Whittaker,1396.20,57.5
1981,247,Chesebrough-Pond's,1377.50,100.2
1981,248,Baxter International,1374.40,128.4
1981,249,Great Northern Nekoosa,1373.30,99.1
1981,250,Timken,1338.50,92.6
1981,251,Hershey Foods,1335.30,62.1
1981,252,Armstrong Holdings,1323.00,48.6
1981,253,Hormel Foods,1322.00,32.8
1981,254,Harris,1300.90,79.7
1981,255,Wheelabrator-Frye,1299.70,55.3
1981,256,MCA,1297.10,137.6
1981,257,Amstar,1285.00,30.9
1981,258,Commonwealth Oil Refining,1284.40,-3.5
1981,259,Diamond International,1282.60,40.6
1981,260,Norton,1281.80,86.7
1981,261,St. Joe Minerals,1279.10,117.1
1981,262,Crown Central,1266.90,19.1
1981,263,Avnet,1266.80,71.7
1981,264,Sherwin-Williams,1263.70,24.9
1981,265,Pitney Bowes,1257.30,75.1
1981,266,WestPoint Stevens,1245.60,42.5
1981,267,CF Industries,1233.10,N.A.
1981,268,GAF,1230.60,-233.5
1981,269,Brown Shoe,1220.90,45
1981,270,Gannett,1215.00,152
1981,271,Richardson-Vicks,1211.70,84.2
1981,272,Hughes Tool,1206.20,132.2
1981,273,Brunswick,1199.70,23.9
1981,274,Louisiana-Pacific,1195.60,60
1981,275,GK Technologies,1189.70,70.2
1981,276,Pennwalt Corp,1188.70,43.3
1981,277,Zenith Electronics,1185.90,26.4
1981,278,Hammermill Paper,1182.80,40.3
1981,279,Witco,1175.70,41
1981,280,Aeroquip-Vickers,1159.90,28.8
1981,281,AMP,1155.40,131.3
1981,282,U.S. Industries,1144.60,21.1
1981,283,Campbell Taggart,1113.10,36.2
1981,284,R.R. Donnelley & Sons,1111.30,69
1981,285,Knight-Ridder,1098.50,92.9
1981,286,Texasgulf,1090.10,325.6
1981,287,Wheeling Pittsburgh,1084.10,14.7
1981,288,Rexnord,1083.70,41.5
1981,289,G.D. Searle,1081.60,98.3
1981,290,Intl. Multifoods,1079.10,18.8
1981,291,Harsco,1063.20,49.7
1981,292,Interlake,1055.90,13.8
1981,293,Akzona,1054.00,4.9
1981,294,ACF Industries,1044.60,44.8
1981,295,Lever Brothers,1036.60,-16.9
1981,296,Parker Hannifin,1022.40,56
1981,297,Ex-Cell-O,1020.70,50.4
1981,298,Louisiana Land & Exploration,1020.60,180.2
1981,299,BOC,1010.90,45.1
1981,300,McGraw-Hill,1000.10,86.4
1981,301,Cessna Aircraft,1000.10,28.1
1981,302,Square D,999.00,83
1981,303,Applera,996.10,68.2
1981,304,GATX,992.70,66
1981,305,Universal Leaf Tobacco,992.40,28.4
1981,306,Johnson Controls,989.10,33.7
1981,307,National Semiconductor,980.40,52.3
1981,308,National Gypsum,979.70,60.7
1981,309,Cyclops Industries,979.00,20.4
1981,310,Tyco Laboratories,974.80,9.7
1981,311,Tektronix,971.30,85.1
1981,312,Alumax,968.40,104.3
1981,313,Becton Dickinson,942.00,65
1981,314,Willamette Industries,940.20,63.4
1981,315,Stanley Works,939.80,50.4
1981,316,Springs Industries,937.60,10.6
1981,317,Joy Technologies,934.30,59.7
1981,318,Consolidated Aluminum,928.40,19.9
1981,319,Sundstrand,926.00,78.9
1981,320,Kaiser Steel,918.00,191.5
1981,321,Amsted Industries,914.90,71.2
1981,322,AM International,909.60,5.8
1981,323,Lone Star Industries,909.30,59.2
1981,324,Midland-Ross,908.40,43.8
1981,325,Fairchild Industries,906.20,54.5
1981,326,Lubrizol,902.30,111.5
1981,327,Scovill,900.40,24
1981,328,Jos. Schlitz Brewing,896.70,27
1981,329,Molson Coors Brewing,887.90,65
1981,330,NVF,885.90,14.5
1981,331,Reichhold Chemicals,885.10,16.1
1981,332,Newmont Mining,881.60,197.4
1981,333,Certainteed,868.20,0.3
1981,334,U.S. Filter,865.00,27.7
1981,335,Anchor Hocking,857.50,28.8
1981,336,Intel,854.60,96.7
1981,337,Twentieth Century-Fox Film,847.30,54.6
1981,338,Thiokol,846.60,47.7
1981,339,Genesco,845.40,3.5
1981,340,ConAgra Foods,842.90,18.5
1981,341,Pacific Resources,837.00,20.7
1981,342,Dover,835.20,73.2
1981,343,Cincinnati Milacron,834.70,75.6
1981,344,General Host,832.70,0.4
1981,345,Quaker State,832.50,25.8
1981,346,Hoover,830.50,30
1981,347,Belco Petroleum,830.00,77.9
1981,348,Potlatch,819.60,49.4
1981,349,Mattel,805.10,30.6
1981,350,White Motor,800.00,N.A.
1981,351,Champion Spark Plug,799.80,36.9
1981,352,Thomas J. Lipton,798.20,42.9
1981,353,National Service Industries,795.70,45.2
1981,354,Apogent Technologies,792.90,23.4
1981,355,Trane,787.30,33.8
1981,356,Smith International,784.10,79.1
1981,357,Sperry & Hutchinson,772.30,21
1981,358,Memorex Telex,768.70,-29
1981,359,Masco,766.40,77.2
1981,360,Handy & Harman,761.00,27.7
1981,361,Figgie International,759.60,20.6
1981,362,General Cinema,759.40,29.9
1981,363,Bangor Punta,758.90,33.8
1981,364,Arcata,755.70,33.4
1981,365,Monfort of Colorado,755.40,-23.9
1981,366,Vulcan Materials,754.00,69.9
1981,367,Crouse-Hinds,753.60,42.3
1981,368,Tecumseh Products,753.10,41
1981,369,Revere Copper & Brass,748.10,21.9
1981,370,Cluett Peabody,745.90,15.6
1981,371,Mohasco,745.20,-2.2
1981,372,Southwest Forest Industries,737.90,32.3
1981,373,Peavey,734.80,22.6
1981,374,New York Times,733.20,40.6
1981,375,Cone Mills,729.90,51.2
1981,376,G. Heileman Brewing,722.00,34.7
1981,377,Federal-Mogul,721.20,36.7
1981,378,Pabst Brewing,719.90,12.6
1981,379,General Instrument,718.10,51.1
1981,380,Dayco,716.40,8.6
1981,381,Saxon Industries,709.60,5.4
1981,382,Briggs & Stratton,708.60,49.1
1981,383,Ball,698.80,24.4
1981,384,Brockway,698.50,17.9
1981,385,Cameron Iron Works,697.40,78.3
1981,386,Ferro,695.60,29
1981,387,Signode,695.50,38.6
1981,388,A.O. Smith,693.70,-1.7
1981,389,Columbia Pictures Industries,691.80,44.9
1981,390,Outboard Marine,687.40,2.3
1981,391,Miles Laboratories,686.10,7.4
1981,392,Peabody International,683.90,17.6
1981,393,Hyster,683.30,63.1
1981,394,Purex Industries,683.30,26.5
1981,395,CBI Industries,682.30,68.5
1981,396,Dow Corning,681.50,73.9
1981,397,Bemis,679.30,14.4
1981,398,Bally Manufacturing,679.10,53.5
1981,399,Thiokol,675.10,32.4
1981,400,Hartmarx,674.90,22.5
1981,401,Nashua,671.10,21.5
1981,402,Hobart,665.30,33.2
1981,403,Freeport-McMoran,664.40,147.4
1981,404,United Refining,663.20,3.9
1981,405,Cannon Mills,659.60,20.6
1981,406,Washington Post,659.50,34.3
1981,407,Big Three Industries,659.10,86.6
1981,408,H.K. Porter,655.00,11.9
1981,409,Data General,653.90,54.7
1981,410,Insilco,641.80,30.6
1981,411,Moore McCormack Resources,641.10,47.1
1981,412,Bell & Howell,640.00,26.4
1981,413,Gulf Resources & Chemical,638.30,25.1
1981,414,Clorox,637.40,33.2
1981,415,Magic Chef,636.40,5.1
1981,416,Joy Global,634.10,4.7
1981,417,VF,633.80,45.9
1981,418,Scott & Fetzer,632.40,23.1
1981,419,Envirotech,627.20,-15.1
1981,420,Interstate Bakeries,623.60,7.4
1981,421,Kane-Miller,623.10,4.9
1981,422,United Merchants & Mfrs.,622.00,-19.7
1981,423,Varian Associates,620.90,22.1
1981,424,M. Lowenstein,620.50,4.9
1981,425,Avery Dennison,618.70,24.5
1981,426,Nalco Chemical,616.70,72.3
1981,427,McLouth Steel,614.00,-56.6
1981,428,PerkinElmer,613.10,26.3
1981,429,Dean Foods,611.70,12.5
1981,430,Dorchester Gas,608.80,34.9
1981,431,Dan River,607.70,19.6
1981,432,Idle Wild Foods,604.40,6.3
1981,433,Storage Technology,603.50,45.4
1981,434,Gerber Products,602.00,29.7
1981,435,Collins & Aikman,599.50,16.4
1981,436,Norris Industries,599.20,23.9
1981,437,Bausch & Lomb,582.70,52.3
1981,438,Maryland Cup,579.20,26.1
1981,439,Hoover Universal,578.70,16.8
1981,440,Household Manufacturing,577.50,33.6
1981,441,Robertson-Ceco,571.20,19.6
1981,442,Marley,568.80,20.4
1981,443,MacMillan,566.00,-9.3
1981,444,Tyler,563.80,13.6
1981,445,Gifford-Hill,560.60,23.7
1981,446,Carpenter Technology,559.10,43.1
1981,447,Wm. Wrigley Jr.,557.60,30.7
1981,448,Kellwood,556.30,0.2
1981,449,National Starch & Chemical,552.10,33.4
1981,450,Wyman-Gordon,550.20,29.9
1981,451,Beckman Coulter,549.30,36.6
1981,452,H.P. Hood,548.60,4.3
1981,453,Fairmont Foods,548.00,6.7
1981,454,McCormick,548.00,14.8
1981,455,Ecolab,547.70,31.1
1981,456,Eagle-Picher Industries,543.30,21.3
1981,457,Wang Laboratories,543.30,52.1
1981,458,Stokely-Van Camp,541.50,11.4
1981,459,American Hoist & Derrick,538.60,20.5
1981,460,American Bakeries,535.60,2.1
1981,461,Dexter,535.00,25.7
1981,462,Dow Jones,530.70,58.9
1981,463,Fieldcrest Cannon,527.20,19.4
1981,464,Midland Cooperatives,523.50,N.A.
1981,465,Sheller-Globe,517.80,-20
1981,466,Rohr,516.00,1
1981,467,Trinity Industries,515.40,25.3
1981,468,Sequa,514.00,31.4
1981,469,Bucyrus-Erie,511.30,48.2
1981,470,Natl. Coop. Refinery Assn.,510.90,N.A.
1981,471,Masonite,510.60,30.1
1981,472,Savannah Foods & Industries,510.60,8.2
1981,473,Consolidated Papers,510.30,52.6
1981,474,Foxboro,509.10,32.1
1981,475,Todd Shipyards,507.40,19.4
1981,476,Harcourt Brace Jovanovich,504.00,24.4
1981,477,Coca-Cola Bottling,502.50,-9.4
1981,478,Dennison Manufacturing,492.40,23.3
1981,479,Thorn Apple Valley,491.20,7.3
1981,480,Sonoco Products,490.40,32.5
1981,481,Nucor,482.40,45.1
1981,482,Federal Paper Board,476.10,29.1
1981,483,Chicago Pneumatic Tool,474.20,11.9
1981,484,Capital Cities/ABC,472.10,73.2
1981,485,Fleetwood Enterprises,472.10,-8.5
1981,486,Bunker Ramo,467.60,27.2
1981,487,General Refractories,467.10,2.2
1981,488,Dorsey,466.00,8.4
1981,489,Warnaco Group,465.00,16.6
1981,490,Raychem,462.40,36.5
1981,491,Copperweld,460.70,19
1981,492,Questor,460.60,-12.6
1981,493,Ampex,460.10,34.7
1981,494,Ideal Basic Industries,458.90,52.8
1981,495,Mitchell Energy & Devel.,457.50,61.5
1981,496,Metromedia,453.90,54.8
1981,497,McDonough,450.60,21.6
1981,498,Intl. Flavors & Frag.,448.30,63.2
1981,499,Westmoreland Coal,447.80,0.3
1981,500,Fiat-Allis,447.70,-55
1982,1,Exxon Mobil,108107.70,5567.5
1982,2,Mobil,64488.00,2433
1982,3,General Motors,62698.50,333.4
1982,4,Texaco,57628.00,2310
1982,5,ChevronTexaco,44224.00,2380
1982,6,Ford Motor,38247.10,-1060.1
1982,7,Amoco,29947.00,1922
1982,8,Intl. Business Machines,29070.00,3308
1982,9,Gulf Oil,28252.00,1231
1982,10,Atlantic Richfield,27797.40,1671.3
1982,11,General Electric,27240.00,1652
1982,12,DuPont,22810.00,1401
1982,13,Shell Oil,21629.00,1701
1982,14,ITT Industries,17306.20,676.8
1982,15,ConocoPhillips,15966.00,879
1982,16,Tenneco Automotive,15462.00,813
1982,17,Sunoco,15012.00,1076
1982,18,Occidental Petroleum,14707.50,722.2
1982,19,U.S. Steel,13940.50,1077.2
1982,20,United Technologies,13667.80,457.7
1982,21,BP America,13457.10,1946.9
1982,22,AT&T Technologies,13008.00,711.3
1982,23,Getty Oil,12887.40,856.9
1982,24,Dow Chemical,11873.00,564
1982,25,Procter & Gamble,11416.00,593
1982,26,Chrysler,10821.60,-475.6
1982,27,Unocal,10745.90,791.4
1982,28,Eastman Kodak,10337.00,1239
1982,29,Kraft,10211.00,347.5
1982,30,Union Carbide,10168.00,649
1982,31,Boeing,9788.20,473
1982,32,Nabisco Group Holdings,9765.70,767.8
1982,33,Amerada Hess,9396.20,212.6
1982,34,CBS,9367.50,438
1982,35,Ashland,9262.10,90
1982,36,Marathon Oil,9220.00,343.1
1982,37,Caterpillar,9154.50,578.9
1982,38,Goodyear Tire & Rubber,9152.90,260.3
1982,39,Citgo Petroleum,8899.30,-49.2
1982,40,LTV,8822.70,386.3
1982,41,Beatrice,8772.80,304.2
1982,42,Xerox,8691.00,598.2
1982,43,Altria Group,8306.60,676.2
1982,44,RCA,8004.80,54
1982,45,McDonnell Douglas,7384.90,176.6
1982,46,Navistar International,7327.20,-393.1
1982,47,Bethlehem Steel,7298.00,210.9
1982,48,Rockwell Automation,7039.70,291.8
1982,49,PepsiCo,7027.40,333.5
1982,50,Monsanto,6947.70,445.1
1982,51,ARMCO,6906.00,294.5
1982,52,General Foods,6601.30,255.4
1982,53,Sealed Air,6520.80,361.3
1982,54,3M,6508.00,673
1982,55,Honeywell Intl.,6407.00,348
1982,56,Union Pacific,6374.70,410.7
1982,57,Lockheed Martin,6232.70,-288.8
1982,58,Coca-Cola,6129.30,481.8
1982,59,Coastal,5909.70,-96.4
1982,60,Nabisco Brands,5819.20,266.3
1982,61,Gulf & Western Industries,5702.50,290.9
1982,62,Raytheon,5636.20,324
1982,63,Sara Lee,5614.10,140.3
1982,64,Farmland Industries,5503.30,N.A.
1982,65,Deere,5446.70,251
1982,66,Sperry,5427.20,313
1982,67,Georgia-Pacific,5414.00,160
1982,68,Johnson & Johnson,5399.00,467.6
1982,69,Honeywell,5351.20,259.3
1982,70,Signal Companies,5342.60,214
1982,71,TRW,5285.10,228.8
1982,72,Colgate-Palmolive,5261.40,208.4
1982,73,Ralston Purina,5233.80,174.8
1982,74,Continental Group,5194.40,242.2
1982,75,Charter,5064.70,7.7
1982,76,General Dynamics,5063.40,124.1
1982,77,International Paper,4983.40,525
1982,78,Alcoa,4977.50,296.2
1982,79,Litton Industries,4942.80,311.6
1982,80,General Mills,4852.40,196.6
1982,81,American Can,4836.40,76.7
1982,82,Greyhound,4699.10,138.2
1982,83,Dresser Industries,4614.50,316.6
1982,84,Weyerhaeuser,4501.50,228.3
1982,85,Borden Chemical,4415.20,159.9
1982,86,Bendix,4393.10,452.8
1982,87,Republic Steel,4382.10,190.1
1982,88,Firestone Tire & Rubber,4361.00,135
1982,89,Bestfoods,4343.10,218.4
1982,90,BATUS,4245.50,179.7
1982,91,Texas Instruments,4206.00,108.5
1982,92,Whitman,4194.50,134.4
1982,93,Wyeth,4131.20,497.3
1982,94,National Intergroup,4062.30,86.1
1982,95,Chiquita Brands Intl.,4058.40,29.4
1982,96,Fortune Brands,4039.10,386.1
1982,97,Champion International,4004.00,101.4
1982,98,Owens-Illinois,3943.30,154.1
1982,99,Anheuser-Busch,3847.20,217.4
1982,100,Agway,3828.30,N.A.
1982,101,Kerr-McGee,3826.40,211.1
1982,102,Combustion Engineering,3809.70,147.3
1982,103,Ryerson Tull,3754.90,57.3
1982,104,Celanese,3752.00,144
1982,105,Fruit of the Loom,3680.20,419.3
1982,106,American Cyanamid,3649.10,197.1
1982,107,Archer Daniels Midland,3647.50,176
1982,108,McDermott,3599.60,106.7
1982,109,FMC,3582.00,139.5
1982,110,Hewlett-Packard,3578.00,312
1982,111,H.J. Heinz,3568.90,167.5
1982,112,Maxus Energy,3563.80,121.3
1982,113,Bristol-Myers Squibb,3496.70,305.8
1982,114,Reynolds Metals,3481.10,86.7
1982,115,Land O'Lakes,3470.20,N.A.
1982,116,NCR,3432.70,208.2
1982,117,Tosco,3431.50,22.6
1982,118,Emerson Electric,3429.30,273.3
1982,119,Warner-Lambert,3380.00,9.2
1982,120,Ingersoll-Rand,3377.60,193.3
1982,121,Carnation,3354.10,172.3
1982,122,PPG Industries,3353.60,211.2
1982,123,Penn Central,3348.80,168.7
1982,124,Textron,3341.80,151.8
1982,125,Time Warner,3337.40,148.8
1982,126,Motorola,3335.90,175
1982,127,Esmark,3319.80,93.8
1982,128,Unisys,3318.50,148.9
1982,129,Pillsbury,3301.70,119.6
1982,130,Martin Marietta,3294.10,200.1
1982,131,North American Philips,3273.80,104
1982,132,Burlington Industries Equity,3262.90,115.3
1982,133,Pfizer,3249.70,221.3
1982,134,Teledyne,3237.60,412.3
1982,135,Warner Communications,3237.20,226.5
1982,136,Kaisertech,3225.50,132.9
1982,137,Digital Equipment,3198.10,343.3
1982,138,Goodrich,3184.60,109.5
1982,139,Eaton,3165.30,82.4
1982,140,Crown Zellerbach,3148.30,75.3
1982,141,Norton Simon,3144.20,103.7
1982,142,Cooper Industries,3135.10,284.5
1982,143,OfficeMax,3107.40,120.1
1982,144,Control Data,3101.30,170.6
1982,145,Merck,2929.50,398.3
1982,146,Mead,2899.70,106.9
1982,147,Kimberly-Clark,2885.70,204.7
1982,148,Levi Strauss,2851.20,172.3
1982,149,Kidde,2849.20,99.2
1982,150,Singer,2833.60,38.4
1982,151,St. Regis,2818.80,179.2
1982,152,AMAX,2799.40,230.8
1982,153,Campbell Soup,2797.70,129.7
1982,154,Eli Lilly,2773.20,374.5
1982,155,BorgWarner,2761.20,172.1
1982,156,NL Industries,2738.30,316
1982,157,Hercules,2718.40,136.5
1982,158,Dana,2711.10,115.6
1982,159,Pennzoil,2681.80,221.6
1982,160,Avon Products,2613.80,219.9
1982,161,Quaker Oats,2599.50,105.2
1982,162,American Motors,2588.90,-136.6
1982,163,GenCorp,2524.30,110.9
1982,164,FINA,2504.00,74.1
1982,165,American Standard,2471.30,111.5
1982,166,Whirlpool,2450.10,125.6
1982,167,Murphy Oil,2446.80,163
1982,168,McGraw-Edison,2428.50,84.1
1982,169,Owens Corning,2375.10,49.8
1982,170,Furniture Brands Intl.,2368.50,124.3
1982,171,Revlon,2365.90,174.8
1982,172,Abbott Laboratories,2342.50,247.3
1982,173,Gillette,2334.40,124.3
1982,174,Ogden,2324.30,65.1
1982,175,Kellogg,2321.30,205.4
1982,176,Scott Paper,2309.40,133.3
1982,177,Uniroyal,2260.10,51.6
1982,178,Gould,2244.50,95.7
1982,179,Coltec Industries,2242.60,109.5
1982,180,Engelhard,2191.80,66.4
1982,181,Manville,2186.00,60.3
1982,182,Mapco,2182.50,96.9
1982,183,Fruehauf,2175.10,21.4
1982,184,White Consolidated Industries,2172.80,62
1982,185,Baker Hughes,2140.00,225
1982,186,Times Mirror,2130.80,150.3
1982,187,Superior Oil,2057.40,361.3
1982,188,Allis-Chalmers,2041.80,-28.8
1982,189,J.P. Stevens,2031.30,-22.9
1982,190,Koppers,2018.60,51.6
1982,191,Walter Industries,2017.10,23.4
1982,192,Staley Continental,2006.20,105.8
1982,193,Olin,2001.30,92.8
1982,194,Northrop Grumman,1990.70,47.9
1982,195,US Pharmaceuticals,1985.30,370
1982,196,Imcera Group,1984.90,153.8
1982,197,Amstar,1980.40,73.4
1982,198,Williams,1976.30,109.5
1982,199,Central Soya,1975.00,19.9
1982,200,Cummins,1962.50,115.2
1982,201,Safety-Kleen,1938.40,56.5
1982,202,Anderson Clayton,1929.60,51.4
1982,203,Grumman,1915.50,20.5
1982,204,Allegheny International,1907.80,81
1982,205,Pharmacia,1898.30,181.8
1982,206,Rohm & Haas,1884.70,93.1
1982,207,Squibb,1846.40,104.8
1982,208,Marmon Group,1819.20,83.4
1982,209,Wheelabrator-Frye,1812.80,91.3
1982,210,Schering-Plough,1808.80,179.3
1982,211,Sterling Drug,1792.90,130.3
1982,212,Gold Kist Holdings,1781.70,N.A.
1982,213,Hughes Tool,1759.10,255.2
1982,214,Ethyl,1757.20,90.9
1982,215,Emhart,1747.10,75.5
1982,216,Paccar,1735.40,85.1
1982,217,Stauffer Chemical,1726.20,149.9
1982,218,Quantum Chemical,1703.10,136.7
1982,219,General Signal,1702.50,117.1
1982,220,Foster Wheeler,1674.10,64.3
1982,221,Whittaker,1671.80,69.3
1982,222,Union Camp,1665.90,168.9
1982,223,Cabot,1622.80,110.2
1982,224,Crane,1611.30,53.8
1982,225,Hoechst Celanese,1609.00,24
1982,226,Corning,1598.50,97.4
1982,227,Heublein,1591.40,88.4
1982,228,Air Products & Chem.,1570.10,126
1982,229,Harris,1551.50,104
1982,230,Westvaco,1550.50,100.8
1982,231,Sherwin-Williams,1536.80,31.4
1982,232,Natomas,1535.30,232.5
1982,233,National Can,1534.00,24.7
1982,234,Asarco,1531.50,50
1982,235,Lear Siegler,1530.70,76.1
1982,236,Chesebrough-Pond's,1529.70,114.8
1982,237,Sunbeam/Oster,1518.70,47.5
1982,238,J.E. Seagram,1506.50,1514.4
1982,239,Baxter International,1503.90,150.6
1982,240,Great Northern Nekoosa,1493.00,95
1982,241,USG,1491.20,74.2
1982,242,Crown Central,1487.30,3.4
1982,243,Evans Products,1471.00,17.6
1982,244,Hershey Foods,1451.20,80.4
1982,245,AMF,1443.20,42
1982,246,Phelps Dodge,1438.60,69.3
1982,247,Hormel Foods,1434.00,27.3
1982,248,Black & Decker,1431.00,65.7
1982,249,Blue Bell,1427.20,46.7
1982,250,Timken,1427.20,101.1
1982,251,Polaroid,1419.60,31.1
1982,252,Pitney Bowes,1414.40,69.5
1982,253,Chromalloy American,1407.90,13.9
1982,254,Hammermill Paper,1399.70,46.6
1982,255,ConAgra Foods,1376.80,27.1
1982,256,Armstrong Holdings,1376.30,47.1
1982,257,Crown Holdings,1373.90,64.8
1982,258,Gannett,1367.20,172.5
1982,259,Clark Equipment,1359.70,29.9
1982,260,Brunswick,1344.90,66.8
1982,261,Diamond International,1341.50,31.8
1982,262,Fairchild Industries,1338.90,64.3
1982,263,Brown Shoe,1337.80,55.1
1982,264,Norton,1334.60,95
1982,265,Farmers Union Central Exch.,1325.70,N.A.
1982,266,Avnet,1316.20,68
1982,267,Witco,1291.90,38.6
1982,268,Richardson-Vicks,1291.40,79.3
1982,269,Zenith Electronics,1275.20,15.6
1982,270,Campbell Taggart,1257.50,41.7
1982,271,R.R. Donnelley & Sons,1243.90,79
1982,272,Knight-Ridder,1237.10,100.4
1982,273,Louisiana Land & Exploration,1236.20,145.2
1982,274,AMP,1234.30,134.8
1982,275,Aeroquip-Vickers,1226.50,11.8
1982,276,WestPoint Stevens,1221.50,41.1
1982,277,Smith International,1194.20,133.1
1982,278,GATX,1190.70,68.6
1982,279,Akzona,1187.60,11.6
