BusinessName,FHRSID,BusinessType,RatingDate,RatingValue,AddressLine1,AddressLine2,AddressLine3,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
Maysara,910720,Retailers - other,2016-07-29,4,Ground Floor,27 Bute Street,"LONDON, SW7 3EY",5,10,5,-0.17660400000000,51.49361000000000
Maze Grill Chelsea,334351,Restaurant/Cafe/Canteen,2016-08-31,5,79 Royal Hospital Road,LONDON,SW3 4HN,0,5,0,-0.16151700000000,51.48584700000000
Maze Grill Park Walk,689006,Restaurant/Cafe/Canteen,2015-10-29,5,11 Park Walk,LONDON,,0,0,0,-0.17984500000000,51.48602600000000
Mazi,418973,Restaurant/Cafe/Canteen,2015-12-17,3,12-14 Hillgate Street,LONDON,,,,,-0.19774200000000,51.50811800000000
McColls,334752,Retailers - other,2015-02-19,3,6 Pembridge Road,LONDON,W11 3HL,5,10,10,-0.19699300000000,51.50955400000000
McDonalds,334138,Restaurant/Cafe/Canteen,2015-09-29,5,208 Earl's Court Road,LONDON,SW5 9QB,5,5,0,-0.19365900000000,51.49219200000000
McDonald's,892481,Restaurant/Cafe/Canteen,2016-07-06,5,108-110 Kensington High Street,LONDON,W8 4SG,0,5,0,-0.19226000000000,51.50171100000000
Mcdonald's,716759,Restaurant/Cafe/Canteen,2016-06-21,5,Basement And Ground Floor South,49 King's Road,"LONDON, SW3 4ND",5,5,0,-0.16290100000000,51.48973600000000
McDonald's Restaurants Limited,334676,Restaurant/Cafe/Canteen,2014-09-17,5,177 Brompton Road,LONDON,SW3 1NF,0,5,0,-0.16560100000000,51.49819500000000
Medicine Chest,334886,Retailers - other,2009-01-29,5,413-415 King's Road,LONDON,,5,5,5,-0.17799200000000,51.48267000000000
Mediterranean Grill,418984,Retailers - other,2015-04-24,4,,,,5,10,5,,
Mediterranean Kitchen,335023,Restaurant/Cafe/Canteen,2016-01-04,4,25-35 Gloucester Road,LONDON,SW7 4PL,5,10,5,-0.18359900000000,51.49811600000000
Mediterraneo,334635,Restaurant/Cafe/Canteen,2015-03-17,4,37 Kensington Park Road,LONDON,W11 2EU,5,5,10,-0.20592000000000,51.51525700000000
Medlar,334152,Restaurant/Cafe/Canteen,2015-01-14,5,438 King's Road,LONDON,,5,5,5,-0.17737200000000,51.48339800000000
Meejana,716761,Restaurant/Cafe/Canteen,2016-01-13,3,241 Old Brompton Road,#Error,NDON SW5 9HP,5,10,10,,
Meininger Limited,653940,Restaurant/Cafe/Canteen,2015-05-14,5,Hostel,Baden Powell House,"65-67 Queen's Gate, LONDON, SW7 5JS",0,5,0,-0.17955000000000,51.49558900000000
Melt,744681,Manufacturers/packers,2016-07-04,4,6 Clarendon Road,LONDON,W11 3AA,0,10,10,-0.20692600000000,51.50726000000000
Melt,516841,Retailers - other,2013-02-13,5,Ground Floor,59 Ledbury Road,"LONDON, W11 2AA",0,5,5,-0.19928200000000,51.51400400000000
Memories of India,718349,Restaurant/Cafe/Canteen,2014-12-15,5,Basement and Ground Floor,18 Gloucester Road,"LONDON, SW7 4RB",5,5,5,-0.18400400000000,51.49915600000000
Mendia's,859471,Other catering premises,2016-03-29,5,,,,5,5,0,,
Mendia's,716713,Other catering premises,2014-09-18,5,,,,0,0,5,,
Menoo Eclectic Foods,640128,Restaurant/Cafe/Canteen,2016-07-27,1,25 Kensington Church Street,LONDON,W8 4LL,10,10,20,-0.19211600000000,51.50350800000000
Mental Health Unit,334631,Hospitals/Childcare/Caring Premises,2016-01-18,5,3 Beatrice Place,LONDON,W8 5LP,0,0,5,-0.19159400000000,51.49667400000000
Mercure London Kensington,333892,Hotel/bed & breakfast/guest house,2016-06-16,2,1A Lexham Gardens,LONDON,W8 6JJ,5,15,10,-0.19285700000000,51.49570500000000
Merlyn Court Hotel,334550,Hotel/bed & breakfast/guest house,2016-06-23,5,Hotel,2 Barkston Gardens,"LONDON, SW5 0EN",5,5,5,-0.19121000000000,51.49255000000000
Mia Mel Crepes,910722,Other catering premises,2016-08-02,5,,,,5,5,5,,
Michael Glennon Bespoke Catering,738978,Other catering premises,2015-02-20,5,,,,5,5,5,,
Michanicou Greengrocers,640136,Retailers - other,2015-03-23,5,2 Clarendon Road,LONDON,W11 3AA,5,5,5,-0.20692600000000,51.50726000000000
Micks Fish Bar,334953,Takeaway/sandwich shop,2015-02-23,3,Ground Floor,493 Latimer Road,"LONDON, W10 6RD",5,10,10,-0.22593800000000,51.51935600000000
Mike's Cafe,334696,Restaurant/Cafe/Canteen,2015-03-23,3,12 Blenheim Crescent,LONDON,W11 1NN,10,10,10,-0.20560500000000,51.51592700000000
Millennium Bailey's Hotel,334731,Restaurant/Cafe/Canteen,2015-11-02,4,140 Gloucester Road,LONDON,SW7 4QH,0,5,10,-0.18268500000000,51.49392900000000
Millennium Gloucester Hotel,334959,Restaurant/Cafe/Canteen,2015-11-11,5,Hotel,4-18 Harrington Gardens,"LONDON, SW7 4LH",0,5,5,-0.18332600000000,51.49339000000000
Millers of Kensington,334529,Retailers - other,2015-07-08,3,Stratford Road,LONDON,W8 6QD,10,10,10,-0.19299600000000,51.49657900000000
Mimino Restaurant,333641,Restaurant/Cafe/Canteen,2016-03-01,5,Basement,197C Kensington High Street,"LONDON, W8 6BA",5,5,0,-0.19610300000000,51.49960300000000
Mini Super Market,333761,Retailers - other,2015-06-23,3,65 St Helen's Gardens,LONDON,W10 6LL,10,10,10,,
Miss Ellies,333936,Restaurant/Cafe/Canteen,2015-06-23,3,36 Thurloe Street,LONDON,SW7 2LT,10,5,10,-0.17371000000000,51.49430200000000
Mister Pumperninks,729389,Takeaway/sandwich shop,2015-12-08,3,116 Holland Park Avenue,LONDON,W11 4UA,10,10,10,-0.20763400000000,51.50683000000000
MITIE Catering Services Limited,409869,Restaurant/Cafe/Canteen,2015-09-21,5,27 Wright's Lane,LONDON,W8 5SW,0,0,0,-0.19265900000000,51.49999100000000
Mode,695820,Restaurant/Cafe/Canteen,2015-03-24,4,12 Acklam Road,LONDON,W10 5QZ,5,5,10,-0.20578200000000,51.51986800000000
Mohsen Kebab,334992,Restaurant/Cafe/Canteen,2015-11-05,4,152 Warwick Road,LONDON,W14 8PS,5,0,10,-0.20302000000000,51.49517700000000
Mona Lisa Cafe,853767,Restaurant/Cafe/Canteen,2016-03-23,4,417 King's Road,LONDON,,5,10,5,-0.17799200000000,51.48267000000000
Moncada Brewery,750991,Manufacturers/packers,2014-12-18,Exempt,Unit 1,Buspace Studios,"1-51 Conlan Street, LONDON, W10 5AT",,,,-0.21150100000000,51.52582700000000
Monkey Puzzle Nursery,334264,Hospitals/Childcare/Caring Premises,2016-05-05,5,St Johns Church,Lansdowne Crescent,"LONDON, W11 2NN",5,5,5,-0.20664500000000,51.51072700000000
Monsoon Accessorize,333797,Restaurant/Cafe/Canteen,2016-06-01,5,Monsoon Building,1 Nicholas Road,"LONDON, W11 4AN",0,5,0,-0.21872900000000,51.51054200000000
Montana Hotel,333744,Restaurant/Cafe/Canteen,2016-03-15,3,Hotel,67-69 Gloucester Road,"LONDON, SW7 4PG",10,5,10,-0.18258400000000,51.49539300000000
Montparnasse Cafe,334978,Restaurant/Cafe/Canteen,2016-05-25,3,22 Thackeray Street,LONDON,W8 5ET,10,10,10,-0.18854600000000,51.50053000000000
Montreux Jazz Cafe,439613,Restaurant/Cafe/Canteen,2015-09-21,5,Harrods,87-135 Brompton Road,"LONDON,",5,0,0,-0.16305300000000,51.49960300000000
More House,334456,Hotel/bed & breakfast/guest house,2015-12-15,5,51-55 Cromwell Road,LONDON,SW7 2EH,0,5,0,-0.17843300000000,51.49507700000000
More House School,334845,School/college/university,2016-05-18,5,22-24 Pont Street,LONDON,,0,0,0,-0.15945500000000,51.49735300000000
Morellis Gelato Portobello Limited,879051,Restaurant/Cafe/Canteen,2016-06-06,3,137 Portobello Road,LONDON,W11 2DY,5,10,10,-0.20407400000000,51.51418600000000
Moti Mahal Restaurant,334445,Restaurant/Cafe/Canteen,2015-06-15,5,3 Glendower Place,LONDON,SW7 3DU,5,5,5,-0.17585900000000,51.49351700000000
Mouth of Babes - Supper Club,896234,Other catering premises,,AwaitingInspection,,,,,,,,
Mowbray Court Hotel,626839,Hotel/bed & breakfast/guest house,2014-03-06,5,28-32 Penywern Road,LONDON,SW5 9SU,5,5,5,-0.19389300000000,51.49101800000000
Moxon's Fresh Fish Limited,333822,Retailers - other,2015-02-04,5,17 Bute Street,LONDON,SW7 3EY,5,5,5,-0.17660400000000,51.49361000000000
Mr Christian's,434219,Retailers - other,2015-07-06,4,11 Elgin Crescent,LONDON,W11 2JA,10,5,5,-0.20495300000000,51.51490900000000
Mr Falafel,803752,Other catering premises,,AwaitingInspection,First Floor Flat,31 Tavistock Road,"LONDON, W11 1AS",,,,-0.20376400000000,51.51912700000000
Muffin Man Tea Shop,334422,Restaurant/Cafe/Canteen,2015-07-27,5,12 Wright's Lane,LONDON,W8 6TA,5,0,5,-0.19330700000000,51.50037000000000
Mungo and Maud Ltd,744682,Importers/Exporters,2015-02-24,5,,,,0,0,0,,
Muni Coffee Company,877753,Restaurant/Cafe/Canteen,2016-07-13,2,166 Fulham Road,LONDON,,10,15,10,-0.18019200000000,51.48672400000000
Muriel's Kitchen,334221,Restaurant/Cafe/Canteen,2015-07-07,5,1-3 Pelham Street,LONDON,SW7 2ND,5,5,5,-0.17438000000000,51.49410600000000
"Museum Of Brands, Packaging And Advertising",803751,Restaurant/Cafe/Canteen,2015-10-27,5,Ground to First Floor Offices,The London Lighthouse,"111-117 Lancaster Road, LONDON, W11 1QT",5,5,0,-0.21113600000000,51.51638000000000
My Old Dutch,334136,Restaurant/Cafe/Canteen,2016-06-17,4,16 Kensington Church Street,LONDON,W8 4EP,5,10,5,-0.19094100000000,51.50263500000000
My Old Dutch,334427,Restaurant/Cafe/Canteen,2016-04-18,4,221 King's Road,LONDON,SW3 5EJ,5,5,10,-0.17118900000000,51.48636700000000
My Pharmacy,668400,Retailers - other,2014-12-16,5,10 North Pole Road,LONDON,W10 6QL,0,0,0,-0.22760500000000,51.51984900000000
My Place Hotel,333451,Hotel/bed & breakfast/guest house,2015-01-08,5,1-3 Trebovir Road,LONDON,SW5 9LS,5,5,5,-0.19454600000000,51.49235000000000
My Place Nightclub,334411,Pub/bar/nightclub,2015-01-08,5,1-3 Trebovir Road,LONDON,SW5 9LS,5,5,5,-0.19454600000000,51.49235000000000
MyMatcha,910721,Other catering premises,2016-08-17,5,,,,5,5,5,,
Nahal's,334374,Retailers - other,2015-09-16,4,114 Talbot Road,LONDON,W11 1JR,5,5,10,-0.20046400000000,51.51691800000000
Nam Long Le Shaker,334843,Restaurant/Cafe/Canteen,2016-01-26,5,159 Old Brompton Road,LONDON,SW5 0LJ,5,5,5,-0.18359300000000,51.49065200000000
Nama Foods,653959,Restaurant/Cafe/Canteen,2016-08-24,4,110 Talbot Road,LONDON,W11 1JR,0,10,5,-0.20046400000000,51.51691800000000
Nana Nice Cream,906987,Retailers - other,2016-08-18,4,340 King's Road,LONDON,SW3 5UR,5,10,5,-0.17457100000000,51.48535000000000
Nana Nice Cream Limited,734287,Other catering premises,2015-01-06,5,,,,5,5,5,,
Nando's,333704,Restaurant/Cafe/Canteen,2015-11-11,4,117 Gloucester Road,LONDON,SW7 4ST,0,10,5,-0.18178800000000,51.49365400000000
Nando's,457410,Restaurant/Cafe/Canteen,2016-06-29,5,229-231 Kensington High Street,LONDON,W8 6SA,5,5,0,-0.19762000000000,51.49913200000000
Nando's,333667,Restaurant/Cafe/Canteen,2016-06-27,5,58-60 Notting Hill Gate,LONDON,W11 3HT,5,5,0,-0.19593300000000,51.50938500000000
Nandos Chickenland,334725,Restaurant/Cafe/Canteen,2015-06-08,5,Basement And Ground Floor,204 Earl's Court Road,"LONDON, SW5 9QF",5,5,0,-0.19421800000000,51.49262300000000
National Autistic Society,594276,Restaurant/Cafe/Canteen,2015-07-02,5,73 St Charles Square,LONDON,W10 6EJ,0,0,5,,
Natural Fresh Food Products,848127,Restaurant/Cafe/Canteen,2016-01-26,4,Former Electricity Generating Station,Lots Road Power Station,"55 Lots Road, LONDON",5,5,10,,
Negozio Classica,333526,Restaurant/Cafe/Canteen,2015-10-06,5,283 Westbourne Grove,LONDON,W11 2QA,5,0,5,-0.20341700000000,51.51329400000000
Nell`s,457414,Restaurant/Cafe/Canteen,2015-07-20,3,191 King's Road,LONDON,SW3 5ED,10,10,10,-0.16949800000000,51.48688000000000
Nespresso,615447,Retailers - other,2014-01-07,5,Collier House,163-169 Brompton Road,"LONDON, SW3 1PY",5,5,5,-0.16507000000000,51.49851900000000
New Aquarius Hotel,334699,Hotel/bed & breakfast/guest house,2015-12-08,4,20-22 Hogarth Road,LONDON,SW5 0PT,0,0,10,-0.19253900000000,51.49283100000000
New Asia Restaurant,334413,Restaurant/Cafe/Canteen,2015-09-14,4,7 Hogarth Place,LONDON,SW5 0QT,5,5,10,-0.19298200000000,51.49291000000000
New Culture Revolution,334576,Restaurant/Cafe/Canteen,2016-02-10,3,305 King's Road,LONDON,SW3 5EP,10,10,10,-0.17493100000000,51.48464500000000
New Horizons Cafe,333728,Restaurant/Cafe/Canteen,2016-07-06,5,Alan Lennox Boyd Centre,Cadogan Street,"LONDON, SW3 2PF",5,0,5,-0.16327800000000,51.49218800000000
New Look,334125,Retailers - other,2015-12-17,Exempt,62-64 Kensington High Street,LONDON,W8 4PE,,,,-0.19065700000000,51.50251400000000
NH Kensington Hotel,333666,Hotel/bed & breakfast/guest house,2016-03-29,4,202-220 Cromwell Road,LONDON,SW5 0SW,5,10,5,-0.19537900000000,51.49495200000000
Nicolas,333771,Retailers - other,2014-02-04,Exempt,2 Stratford Road,LONDON,W8 6QD,,,,-0.19299600000000,51.49657900000000
Nicolas,335000,Retailers - other,2014-01-13,5,Shop,2-6 Fulham Road,"LONDON, SW3 6HG",5,5,5,-0.16942400000000,51.49339000000000
Nisa,334684,Retailers - other,2014-09-24,2,151 Ladbroke Grove,LONDON,W10 6HJ,5,15,10,-0.21030900000000,51.51726600000000
NLH Design LTD/Kalender Haus,803755,Other catering premises,2015-11-24,5,,,,5,0,5,,
No. 10,333618,Restaurant/Cafe/Canteen,2015-08-05,3,10 Hogarth Place,LONDON,SW5 0QT,10,10,10,-0.19298200000000,51.49291000000000
No. 3,562653,Pub/bar/nightclub,2013-07-04,5,Basement And Ground Floor Club,3 Cromwell Road,"LONDON, SW7 2HR",5,5,5,-0.17393900000000,51.49542100000000
Nomosu Limited,746260,Other catering premises,2015-03-09,Exempt,,,,,,,,
Noorjahan Restuarant,334379,Restaurant/Cafe/Canteen,2016-02-02,5,2A Bina Gardens,LONDON,SW5 0LA,5,5,5,-0.18329400000000,51.49166300000000
North Pole Food and Wines,333683,Retailers - other,2015-10-20,4,14 North Pole Road,LONDON,W10 6QL,5,10,5,-0.22760500000000,51.51984900000000
Notting Hill Arts Club,640130,Pub/bar/nightclub,2014-06-26,4,19-21 Notting Hill Gate,LONDON,W11 3JQ,5,5,10,-0.19479000000000,51.50914200000000
Notting Hill Cafe,334342,Restaurant/Cafe/Canteen,2015-03-27,4,141-149 Portobello Road,LONDON,W11 2DY,5,5,10,-0.20407400000000,51.51418600000000
Notting Hill Crispy Fried Chicken,845653,Takeaway/sandwich shop,2016-02-11,0,Ground Floor,169 Ladbroke Grove,"LONDON, W10 6HJ",10,25,20,-0.21030900000000,51.51726600000000
Notting Hill Gate Hotel,334860,Hotel/bed & breakfast/guest house,2008-12-30,5,7 Clanricarde Gardens,LONDON,W2 4JJ,5,5,5,-0.19301600000000,51.51026600000000
Notting Hill Grill Kebabs,334746,Takeaway/sandwich shop,2015-05-13,3,40B Notting Hill Gate,LONDON,W11 3HX,10,10,10,-0.19464500000000,51.50952700000000
Notting Hill Guest House,590022,Hotel/bed & breakfast/guest house,2016-02-25,4,72 Holland Park Avenue,LONDON,W11 3QZ,0,10,10,-0.20524200000000,51.50755800000000
Notting Hill Parmacy,640122,Retailers - other,2014-02-14,5,12 Pembridge Road,LONDON,W11 3HL,0,0,5,-0.19699300000000,51.50955400000000
Notting Hill Preparatory School,333938,Restaurant/Cafe/Canteen,2016-04-18,5,95 Lancaster Road,LONDON,W11 1QQ,0,0,0,-0.20845000000000,51.51688700000000
Nougatier,732262,Other catering premises,2015-05-13,3,,,,10,10,10,,
Nouvelle Delicatessen,334002,Retailers - other,2015-05-05,5,69 Abingdon Road,LONDON,W8 6AW,5,5,5,-0.19566800000000,51.49748300000000
Number Eleven,583023,Restaurant/Cafe/Canteen,2015-10-22,5,11 Cadogan Gardens,LONDON,SW3 2RJ,5,5,0,-0.15918300000000,51.49371500000000
Number Sixteen Hotel,334998,Hotel/bed & breakfast/guest house,2015-07-07,5,16 Sumner Place,LONDON,SW7 3EG,5,5,0,-0.17522000000000,51.49290500000000
Nutricentre,333449,Retailers - other,2016-02-22,5,100A West Cromwell Road,LONDON,W14 8PB,0,0,0,-0.20160600000000,51.49305100000000
Oakley Hotel,334996,Hotel/bed & breakfast/guest house,2016-08-12,4,73 Oakley Street,LONDON,SW3 5HF,5,10,5,-0.16864600000000,51.48477200000000
Oasis Cafe,334854,Restaurant/Cafe/Canteen,2016-02-18,3,271 Kensal Road,LONDON,W10 5DB,10,5,10,-0.21138800000000,51.52614000000000
Obika,455534,Restaurant/Cafe/Canteen,2016-02-08,5,96 Draycott Avenue,LONDON,SW3 3AD,0,5,0,-0.16724100000000,51.49358100000000
OCS,455550,Hospitals/Childcare/Caring Premises,2016-08-11,4,South Kensington And Chelsea Mental Health Centre,1 Nightingale Place,"LONDON,",0,10,5,-0.18024400000000,51.48432300000000
Octavia Squire Private Catering,746263,Other catering premises,2015-03-13,Exempt,,,,,,,,
Octavia Stores,463322,Retailers - other,2016-05-13,5,14 Octavia House,Southern Row,"LONDON, W10 5AE",5,5,5,-0.21321300000000,51.52481000000000
Oddbins,537071,Retailers - other,2013-04-26,Exempt,74 Old Brompton Road,LONDON,SW7 3LQ,,,,-0.17727000000000,51.49281100000000
Oddbins Limited,334173,Retailers - other,2015-02-04,Exempt,24A Notting Hill Gate,LONDON,W11 3JE,,,,-0.19368400000000,51.50977300000000
Oddbins Limited,334174,Retailers - other,2011-07-26,Exempt,264 Earl's Court Road,LONDON,SW5 9AD,,,,-0.19282600000000,51.49175600000000
Oddbins Limited,334172,Retailers - other,2011-07-20,Exempt,40 Gloucester Road,LONDON,SW7 4QU,,,,-0.18406100000000,51.49844600000000
Oddbins Limited,334171,Retailers - other,2015-07-30,Exempt,8 Elgin Crescent,LONDON,W11 2HX,,,,-0.20517400000000,51.51515600000000
Oddono's Gelati Italiani Ltd,333523,Manufacturers/packers,2015-12-01,5,14 Bute Street,LONDON,SW7 3EX,0,0,0,-0.17618100000000,51.49373800000000
Odeon Cinema,334523,Retailers - other,2009-03-27,Exempt,263-265 Kensington High Street,LONDON,W8 6NA,,,,-0.19922500000000,51.49862600000000
Oh Crepe! Limited,719648,Takeaway/sandwich shop,2015-02-21,5,Ground Floor,1 Ladbroke Road,"LONDON, ;        Regstered Head Office: 18,College Parade,Salusbury Road,Queens Park,NW6 6RL",5,5,0,-0.19821500000000,51.50961800000000
Oka Restaurant,783617,Restaurant/Cafe/Canteen,2015-10-22,5,GROUND FLOOR,251 King's Road,"LONDON, SW3 5EL",5,0,5,-0.17193700000000,51.48602800000000
Old Swan,850666,Pub/bar/nightclub,2016-02-25,5,Public House,206 Kensington Church Street,"LONDON, W8 4DP",0,5,5,-0.19496200000000,51.50879400000000
Olive Bar,333565,Retailers - other,2016-01-15,5,Street Only Blpu,Portobello Road,"LONDON, W11 3DL",0,0,0,-0.20002600000000,51.51194800000000
Oliver Plaza Hotel,334633,Hotel/bed & breakfast/guest house,2009-04-03,4,33 Trebovir Road,LONDON,SW5 9NF,5,10,5,-0.19515300000000,51.49193600000000
OM Wines,846662,Retailers - other,2016-01-28,5,175 Ladbroke Grove,LONDON,W10 6HJ,5,5,5,-0.21030900000000,51.51726600000000
On the Go,653952,Retailers - other,2014-05-02,5,243A Old Brompton Road,LONDON,SW5 9HP,5,0,5,-0.19069700000000,51.48914300000000
Onat Eksi Foods,568939,Restaurant/Cafe/Canteen,2015-11-05,5,69 Notting Hill Gate,LONDON,W11 3JS,0,5,5,-0.19654600000000,51.50883600000000
One 40,815003,Other catering premises,2015-08-11,5,,,,5,5,5,,
One Kensington,782449,Restaurant/Cafe/Canteen,2015-10-15,5,1 Kensington High Street,LONDON,W8 5NP,5,5,0,-0.18829800000000,51.50205500000000
Open Air Nursery School,334788,Hospitals/Childcare/Caring Premises,2016-09-02,5,Chelsea,51 Glebe Place,"LONDON, SW3 5JE",5,0,5,-0.17006100000000,51.48505500000000
Oporto Cafe,334754,Restaurant/Cafe/Canteen,2016-04-25,4,Shop,62 Golborne Road,"LONDON, W10 5PS",5,5,10,-0.20889000000000,51.52184000000000
Orange Cafe,568947,Restaurant/Cafe/Canteen,2016-04-12,3,110B Ladbroke Grove,LONDON,W10 5NE,10,10,10,-0.20978500000000,51.51738400000000
Orange Coffee (Van),623627,Retailers - other,2013-11-30,5,,,,5,5,5,,
Orange Elephant,837789,Restaurant/Cafe/Canteen,2016-01-07,5,351 Fulham Road,LONDON,,5,5,5,-0.18089000000000,51.48582600000000
Oratory Roman Catholic Primary School,853758,School/college/university,2016-03-01,3,Bury Walk,LONDON,SW3 6QH,10,10,10,-0.17031300000000,51.49062500000000
Oree,840518,Restaurant/Cafe/Canteen,2016-05-09,4,Shop,275-277 Fulham Road,"LONDON,",10,5,5,-0.17843700000000,51.48737000000000
Oremi Centre,859465,Hospitals/Childcare/Caring Premises,2016-01-21,4,Ground Floor Rear Trellick Tower,5 Golborne Road,"LONDON, W10 5PA",0,10,10,-0.20545900000000,51.52367600000000
Oriental Canteen,334630,Restaurant/Cafe/Canteen,2015-07-02,2,2A Exhibition Road,LONDON,SW7 2HF,10,15,10,-0.17319400000000,51.49495900000000
Oriental Kitchen Express,334979,Takeaway/sandwich shop,2016-05-25,3,11A Russell Gardens,LONDON,W14 8EZ,10,5,10,-0.21122800000000,51.50005100000000
Orjowan,333752,Restaurant/Cafe/Canteen,2016-02-16,4,6-8 Kenway Road,LONDON,SW5 0RR,,,,-0.19316500000000,51.49303000000000
Orsini Cafe,334689,Restaurant/Cafe/Canteen,2016-02-05,4,8A Thurloe Place,LONDON,SW7 2RX,5,5,10,-0.16993200000000,51.49617600000000
OSC,703644,Hospitals/Childcare/Caring Premises,2016-07-12,4,St Charles Hospital,Exmoor Street,"LONDON, W10 6DZ",0,5,10,-0.21742800000000,51.52244600000000
Osteria Basilico,334697,Restaurant/Cafe/Canteen,2016-06-13,3,29 Kensington Park Road,LONDON,W11 2EU,10,10,10,-0.20592000000000,51.51525700000000
Our Lady of Victories,853751,School/college/university,2016-03-02,4,Rc Primary School,Clareville Street,"LONDON, SW7 5AQ",0,10,0,-0.17944500000000,51.49281700000000
Oxford Hotel,334628,Hotel/bed & breakfast/guest house,2010-10-26,5,Hotel,16-18 Penywern Road,"LONDON, SW5 9ST",5,0,0,-0.19334400000000,51.49142300000000
Oyster Bar-Harrods,333788,Restaurant/Cafe/Canteen,2015-01-26,5,Harrods,87-135 Brompton Road,"LONDON,",0,0,0,-0.16305300000000,51.49960300000000
P. Josiah,335003,Takeaway/sandwich shop,2015-02-26,4,101 Fulham Road,LONDON,SW3 6RH,5,5,10,-0.16917500000000,51.49313400000000
Paint Pots Montessori,333710,Hospitals/Childcare/Caring Premises,2015-09-18,5,Christian Centre,Edith Grove,"LONDON,",0,0,0,-0.18203200000000,51.48248100000000
Palace Cafe,699602,Restaurant/Cafe/Canteen,2014-09-02,5,State Apartments,Kensington Palace,"Palace Green, LONDON, W8 4PX",5,5,5,-0.18849900000000,51.50497200000000
Palki Indian Cuisine,333562,Restaurant/Cafe/Canteen,2015-07-07,4,44 Golborne Road,LONDON,W10 5PR,5,10,5,-0.20770500000000,51.52264900000000
Panache,913527,Restaurant/Cafe/Canteen,,AwaitingInspection,182-186 Kensington Church Street,LONDON,W8 4DP,,,,-0.19496200000000,51.50879400000000
Papalino Limited,853744,Distributors/Transporters,2016-02-29,5,Flat 5,206 Ladbroke Grove,"LONDON, W10 5LU",0,0,5,-0.21155400000000,51.52042400000000
Papaya Tree Thai Restaurant,334407,Restaurant/Cafe/Canteen,2015-03-26,3,Basement,209 Kensington High Street,"LONDON,",10,10,5,-0.19665800000000,51.49944200000000
Pappa Roma,640127,Restaurant/Cafe/Canteen,2016-05-05,5,Ground Floor,6 Glendower Place,"LONDON, SW7 3DP",0,0,5,-0.17554400000000,51.49380900000000
Paramount Hotel,609421,Other catering premises,2013-10-04,Exempt,50 Nevern Square,LONDON,SW5 9PF,,,,-0.19808900000000,51.49235900000000
Park City Grand Plaza Kensington,768661,Hotel/bed & breakfast/guest house,2015-07-06,5,18-30 Lexham Gardens,LONDON,W8 5JE,0,0,5,-0.18897700000000,51.49584300000000
Park Grand London Kensington,333571,Hotel/bed & breakfast/guest house,2015-10-08,2,27-35 Hogarth Road,LONDON,SW5 0QQ,5,15,10,-0.19180300000000,51.49396200000000
Park Kiosk,333592,Restaurant/Cafe/Canteen,2016-06-06,4,Kensington Memorial Park Cafe,St Mark's Place,LONDON,5,5,10,-0.12714000046253,51.50632095336914
Park Tower Casino,334499,Restaurant/Cafe/Canteen,2015-04-02,5,Sheraton Park Tower,101 Knightsbridge,"LONDON,",0,5,0,-0.15885900000000,51.50176800000000
Parsons Nose,635680,Manufacturers/packers,2015-09-07,4,165 Old Brompton Road,LONDON,SW5 0LJ,5,5,10,-0.18359300000000,51.49065200000000
Partridges,335038,Retailers - other,2016-02-29,5,17-19 Gloucester Road,LONDON,SW7 4PL,0,5,0,-0.18359900000000,51.49811600000000
Partridges,333516,Retailers - other,2016-03-10,5,2-5 Duke Of York Square,LONDON,SW3 4LY,5,5,0,-0.15940400000000,51.49145300000000
Patara,334777,Restaurant/Cafe/Canteen,2016-08-31,5,9 Beauchamp Place,LONDON,SW3 1NQ,5,5,5,-0.16491100000000,51.49779800000000
Patara Restaurant,334484,Restaurant/Cafe/Canteen,2015-09-22,4,181 Fulham Road,LONDON,SW3 6JN,10,5,5,-0.17222700000000,51.49139200000000
Patisserie,334285,Restaurant/Cafe/Canteen,2015-09-29,4,Brompton Chambers,215 Brompton Road,"LONDON, SW3 2EJ",10,5,0,-0.16763000000000,51.49718400000000
Patisserie Concerto,771156,Restaurant/Cafe/Canteen,2015-09-08,5,150-152 Brompton Road,LONDON,SW3 1HX,5,5,0,-0.16652500000000,51.49850600000000
Patisserie Valerie,446319,Restaurant/Cafe/Canteen,2016-02-19,5,27 Kensington Church Street,LONDON,W8 4LL,5,5,0,-0.19211600000000,51.50350800000000
Patisserie Valerie,333841,Restaurant/Cafe/Canteen,2015-04-20,5,94 Holland Park Avenue,LONDON,W11 3RB,0,5,5,-0.20639200000000,51.50727000000000
Patty & Bun,912062,Restaurant/Cafe/Canteen,,AwaitingInspection,14 Pembridge Road,LONDON,W11 3HL,,,,-0.19699300000000,51.50955400000000
Paul,333587,Manufacturers/packers,2015-07-23,5,41 Thurloe Street,LONDON,SW7 2LQ,0,5,5,-0.17402800000000,51.49463100000000
Paul,333826,Restaurant/Cafe/Canteen,2015-07-01,4,82 Holland Park Avenue,LONDON,W11 3RB,5,5,10,-0.20639200000000,51.50727000000000
Paul,333574,Retailers - other,2015-08-27,4,Ground Floor,73 Gloucester Road,"LONDON, SW7 4SS",5,10,5,-0.18212500000000,51.49424400000000
Paul Rhodes Bakery,333995,Retailers - other,2015-04-27,4,26 Notting Hill Gate,LONDON,W11 3HY,10,5,5,,
